file_a,file_b,problem_id,is_plagiarized,embedding
dataset\matrixMultiply\4_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.7726
dataset\matrixMultiply\5_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.8113
dataset\palindrome\1_palindrome.py,dataset\palindrome\2_palindrome.py,palindrome,0,0.6404
dataset\palindrome\1_palindrome.py,dataset\palindrome\3_palindrome.py,palindrome,0,0.5812
dataset\palindrome\1_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.964
dataset\palindrome\1_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.5608
dataset\palindrome\1_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.6762
dataset\palindrome\2_palindrome.py,dataset\palindrome\3_palindrome.py,palindrome,0,0.6027
dataset\palindrome\2_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.5754
dataset\palindrome\2_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.4197
dataset\palindrome\2_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.3443
dataset\palindrome\3_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.6048
dataset\palindrome\3_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.3776
dataset\palindrome\3_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.4409
dataset\palindrome\4_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.5687
dataset\palindrome\4_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.6947
dataset\palindrome\5_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.5395
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\2_primeNumber.py,primeNumber,0,0.5452
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\3_primeNumber.py,primeNumber,0,0.5714
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.7329
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.6818
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.491
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\3_primeNumber.py,primeNumber,0,0.5707
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.5668
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.6367
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.4924
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.4638
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.7371
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.4507
dataset\primeNumber\4_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.6294
dataset\primeNumber\4_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.6
dataset\primeNumber\5_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.6203
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\2_reverseLL.py,reverseLL,0,0.9026
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\3_reverseLL.py,reverseLL,0,0.7972
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9619
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9172
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9543
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\3_reverseLL.py,reverseLL,0,0.6911
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.8983
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.8462
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.8811
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.7591
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.7797
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.8057
dataset\reverseLL\4_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9093
dataset\reverseLL\4_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9176
dataset\reverseLL\5_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.8898
