file_a,file_b,problem_id,is_plagiarized,embedding
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\3_matrixMultiply.py,matrixMultiply,0,0.9899
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\4_matrixMultiply.py,matrixMultiply,1,0.9953
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.9892
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9868
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\3_matrixMultiply.py,matrixMultiply,0,0.9786
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\4_matrixMultiply.py,matrixMultiply,1,0.9894
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.9805
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9749
dataset\matrixMultiply\3_matrixMultiply.py,dataset\matrixMultiply\4_matrixMultiply.py,matrixMultiply,1,0.9915
dataset\matrixMultiply\3_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.9855
dataset\matrixMultiply\3_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9861
dataset\matrixMultiply\4_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.9885
dataset\matrixMultiply\4_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9863
dataset\matrixMultiply\5_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9978
dataset\palindrome\1_palindrome.py,dataset\palindrome\2_palindrome.py,palindrome,0,0.9865
dataset\palindrome\1_palindrome.py,dataset\palindrome\3_palindrome.py,palindrome,0,0.9929
dataset\palindrome\1_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.998
dataset\palindrome\1_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.99
dataset\palindrome\1_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9969
dataset\palindrome\2_palindrome.py,dataset\palindrome\3_palindrome.py,palindrome,0,0.9925
dataset\palindrome\2_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.9859
dataset\palindrome\2_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9866
dataset\palindrome\2_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9862
dataset\palindrome\3_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.9945
dataset\palindrome\3_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9932
dataset\palindrome\3_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9915
dataset\palindrome\4_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9928
dataset\palindrome\4_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9971
dataset\palindrome\5_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9919
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\2_primeNumber.py,primeNumber,0,0.9951
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\3_primeNumber.py,primeNumber,0,0.9962
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.9961
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9965
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9948
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\3_primeNumber.py,primeNumber,0,0.9949
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.996
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9954
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9931
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.9943
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9951
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.992
dataset\primeNumber\4_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9954
dataset\primeNumber\4_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9941
dataset\primeNumber\5_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9975
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\2_reverseLL.py,reverseLL,0,0.9974
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\3_reverseLL.py,reverseLL,0,0.9913
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9983
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9969
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9975
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\3_reverseLL.py,reverseLL,0,0.9878
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9968
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9954
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9947
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9914
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9868
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9941
dataset\reverseLL\4_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9977
dataset\reverseLL\4_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9987
dataset\reverseLL\5_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9968
