file_a,file_b,problem_id,is_plagiarized,embedding
dataset\factorial\1_factorial.py,dataset\factorial\4_factorial.py,factorial,1,1.0
dataset\factorial\1_factorial.py,dataset\factorial\5_factorial.py,factorial,1,0.9991
dataset\factorial\1_factorial.py,dataset\factorial\6_factorial.py,factorial,1,0.9977
dataset\factorial\2_factorial.py,dataset\factorial\3_factorial.py,factorial,0,0.9944
dataset\factorial\2_factorial.py,dataset\factorial\4_factorial.py,factorial,1,0.9972
dataset\factorial\2_factorial.py,dataset\factorial\5_factorial.py,factorial,1,0.9965
dataset\factorial\2_factorial.py,dataset\factorial\6_factorial.py,factorial,1,0.9947
dataset\factorial\3_factorial.py,dataset\factorial\4_factorial.py,factorial,1,0.9968
dataset\factorial\3_factorial.py,dataset\factorial\5_factorial.py,factorial,1,0.9963
dataset\factorial\3_factorial.py,dataset\factorial\6_factorial.py,factorial,1,0.9971
dataset\factorial\4_factorial.py,dataset\factorial\5_factorial.py,factorial,1,0.9991
dataset\factorial\4_factorial.py,dataset\factorial\6_factorial.py,factorial,1,0.9977
dataset\factorial\5_factorial.py,dataset\factorial\6_factorial.py,factorial,1,0.9978
dataset\fibonacci\1_fibonacci.py,dataset\fibonacci\2_fibonacci.py,fibonacci,0,0.9937
dataset\fibonacci\1_fibonacci.py,dataset\fibonacci\3_fibonacci.py,fibonacci,0,0.9905
dataset\fibonacci\1_fibonacci.py,dataset\fibonacci\4_fibonacci.py,fibonacci,1,0.9994
dataset\fibonacci\1_fibonacci.py,dataset\fibonacci\5_fibonacci.py,fibonacci,1,0.9942
dataset\fibonacci\1_fibonacci.py,dataset\fibonacci\6_fibonacci.py,fibonacci,1,0.9988
dataset\fibonacci\2_fibonacci.py,dataset\fibonacci\3_fibonacci.py,fibonacci,0,0.9914
dataset\fibonacci\2_fibonacci.py,dataset\fibonacci\4_fibonacci.py,fibonacci,1,0.994
dataset\fibonacci\2_fibonacci.py,dataset\fibonacci\5_fibonacci.py,fibonacci,1,0.9837
dataset\fibonacci\2_fibonacci.py,dataset\fibonacci\6_fibonacci.py,fibonacci,1,0.9912
dataset\fibonacci\3_fibonacci.py,dataset\fibonacci\4_fibonacci.py,fibonacci,1,0.9922
dataset\fibonacci\3_fibonacci.py,dataset\fibonacci\5_fibonacci.py,fibonacci,1,0.9864
dataset\fibonacci\3_fibonacci.py,dataset\fibonacci\6_fibonacci.py,fibonacci,1,0.987
dataset\fibonacci\4_fibonacci.py,dataset\fibonacci\5_fibonacci.py,fibonacci,1,0.9937
dataset\fibonacci\4_fibonacci.py,dataset\fibonacci\6_fibonacci.py,fibonacci,1,0.9981
dataset\fibonacci\5_fibonacci.py,dataset\fibonacci\6_fibonacci.py,fibonacci,1,0.9955
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\2_matrixMultiply.py,matrixMultiply,0,0.9717
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\3_matrixMultiply.py,matrixMultiply,0,0.9863
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\4_matrixMultiply.py,matrixMultiply,1,0.9997
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.991
dataset\matrixMultiply\1_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.99
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\3_matrixMultiply.py,matrixMultiply,0,0.9543
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\4_matrixMultiply.py,matrixMultiply,1,0.973
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.9475
dataset\matrixMultiply\2_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.944
dataset\matrixMultiply\3_matrixMultiply.py,dataset\matrixMultiply\4_matrixMultiply.py,matrixMultiply,1,0.9853
dataset\matrixMultiply\3_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.98
dataset\matrixMultiply\3_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.977
dataset\matrixMultiply\4_matrixMultiply.py,dataset\matrixMultiply\5_matrixMultiply.py,matrixMultiply,1,0.9915
dataset\matrixMultiply\4_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9904
dataset\matrixMultiply\5_matrixMultiply.py,dataset\matrixMultiply\6_matrixMultiply.py,matrixMultiply,1,0.9988
dataset\palindrome\1_palindrome.py,dataset\palindrome\2_palindrome.py,palindrome,0,0.9881
dataset\palindrome\1_palindrome.py,dataset\palindrome\3_palindrome.py,palindrome,0,0.9944
dataset\palindrome\1_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.9992
dataset\palindrome\1_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9938
dataset\palindrome\1_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9983
dataset\palindrome\2_palindrome.py,dataset\palindrome\3_palindrome.py,palindrome,0,0.9945
dataset\palindrome\2_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.9871
dataset\palindrome\2_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9925
dataset\palindrome\2_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9861
dataset\palindrome\3_palindrome.py,dataset\palindrome\4_palindrome.py,palindrome,1,0.9944
dataset\palindrome\3_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9953
dataset\palindrome\3_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9926
dataset\palindrome\4_palindrome.py,dataset\palindrome\5_palindrome.py,palindrome,1,0.9943
dataset\palindrome\4_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9987
dataset\palindrome\5_palindrome.py,dataset\palindrome\6_palindrome.py,palindrome,1,0.9927
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\2_primeNumber.py,primeNumber,0,0.9973
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\3_primeNumber.py,primeNumber,0,0.9984
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.9984
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9983
dataset\primeNumber\1_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9973
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\3_primeNumber.py,primeNumber,0,0.9968
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.9957
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9962
dataset\primeNumber\2_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9962
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\4_primeNumber.py,primeNumber,1,0.9975
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9973
dataset\primeNumber\3_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9966
dataset\primeNumber\4_primeNumber.py,dataset\primeNumber\5_primeNumber.py,primeNumber,1,0.9962
dataset\primeNumber\4_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.996
dataset\primeNumber\5_primeNumber.py,dataset\primeNumber\6_primeNumber.py,primeNumber,1,0.9987
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\2_reverseLL.py,reverseLL,0,0.9985
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\3_reverseLL.py,reverseLL,0,0.9947
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9999
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9992
dataset\reverseLL\1_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9983
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\3_reverseLL.py,reverseLL,0,0.9905
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9985
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9979
dataset\reverseLL\2_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.996
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\4_reverseLL.py,reverseLL,1,0.9948
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.9932
dataset\reverseLL\3_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9968
dataset\reverseLL\4_reverseLL.py,dataset\reverseLL\5_reverseLL.py,reverseLL,1,0.999
dataset\reverseLL\4_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9982
dataset\reverseLL\5_reverseLL.py,dataset\reverseLL\6_reverseLL.py,reverseLL,1,0.9974
